Datum;BIEL-BENKEN - Niederschlag (mm oder Liter/m2);AESCH-BL - Niederschlag (mm oder Liter/m2);WALLBACH - Niederschlag (mm oder Liter/m2);FRICK - Niederschlag (mm oder Liter/m2);OBERFLACHS - Niederschlag (mm oder Liter/m2);GRAENICHEN - Niederschlag (mm oder Liter/m2);SEENGEN - Niederschlag (mm oder Liter/m2);BIRMENSTORF - Niederschlag (mm oder Liter/m2);LEUGGERN - Niederschlag (mm oder Liter/m2);TEGERFELDEN - Niederschlag (mm oder Liter/m2);ENDINGEN - Niederschlag (mm oder Liter/m2);KUENTEN - Niederschlag (mm oder Liter/m2);STEINMAUR - Niederschlag (mm oder Liter/m2);WIL-SG - Niederschlag (mm oder Liter/m2);WIL-ZH - Niederschlag (mm oder Liter/m2);HALLAU - Niederschlag (mm oder Liter/m2);UHWIESEN - Niederschlag (mm oder Liter/m2);LINDAU - Niederschlag (mm oder Liter/m2);LIEBENSBERG - Niederschlag (mm oder Liter/m2);UESSLINGEN - Niederschlag (mm oder Liter/m2);MAMMERN - Niederschlag (mm oder Liter/m2);DETTIGHOFEN - Niederschlag (mm oder Liter/m2);THUNDORF - Niederschlag (mm oder Liter/m2);WEINFELDEN - Niederschlag (mm oder Liter/m2)
31.01.2018;2;3.2;6.8;4.2;0.8;0.2;0;1;7;3.7;21.6;0.2;0;0;0.4;5.6;0.4;0;0.2;0;0.2;0.2;0.2;0.6
01.02.2018;4.4;7.6;4;9.8;14.4;15.7;13.4;12;22.4;9.1;31.4;9.6;11.6;17.7;5.8;9;5.8;10;10;7.5;10;10;10;14.4
02.02.2018;0;0.2;0.4;0.4;0;1.2;0;0;0.4;0;0;0.5;0;0;0.8;0;0.8;0.2;0;0;0;0;0;0
03.02.2018;0;0;0;0;0;0;0;0;0;0;0;0.1;0;0;0.6;0.2;0.6;0;0;0;0;0;0;0
04.02.2018;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0.2;0;0;0;0;0;0;0
05.02.2018;0.2;0.6;0.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
06.02.2018;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
07.02.2018;0.2;0.4;0.2;0.2;0;1.3;1.4;0.6;0.2;0.3;0.2;0.8;0;0;0;0;0;0;0;0;0;0;0;0
08.02.2018;0.2;0.2;0.4;1.4;1.8;1.8;2;3;1;2.4;2;2.5;1.2;2.4;0.2;3.2;0.2;2.4;2.4;3;2.4;2.4;2.4;0.2
09.02.2018;0;0.2;0;0;0;0;0.2;0;0;0;0;0;0;0;0.6;0.2;0.6;0.2;0.2;0;0.2;0.2;0.2;0
10.02.2018;0;0.2;0.4;0.2;0;0.7;0.8;0.4;0;0.1;0.2;0.5;0.2;0;0.4;0;0.4;0.2;0.2;0;0.2;0.2;0.2;0.2
11.02.2018;2.2;2.8;7;3;1;3;3.2;0.8;4.4;1.8;4.8;1.4;3.6;2.3;1.4;0.8;1.4;2.6;1;0.6;1;1;1;0.6
12.02.2018;1.2;0.8;2.6;1;1;2.1;1.6;1.2;2.2;0.9;3.2;1.6;0.8;3.6;2.4;0.8;2.4;1.2;2.8;2.7;2.8;2.8;2.8;4.6
13.02.2018;0;0;1;0.8;2.8;0;0;1.4;2.4;0.6;0.2;0.6;0;0;0;0;0;0.4;0.2;0;0.2;0.2;0.2;2.4
14.02.2018;0;0;0.2;0;0.2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.02.2018;1.4;2.6;16.4;12.4;13.4;9.8;6;11.6;22.6;13.5;8.2;11;10.2;10.4;11.4;9.6;11.4;7;6;5.7;6;6;6;8.2
16.02.2018;7.2;8.6;0;8;5.6;5.8;6.8;7.4;14.6;10;9.8;6.1;8.6;11.5;10.8;7.6;10.8;8.2;8;9.3;8;8;8;10
17.02.2018;14.2;11.8;13.2;12.8;11.2;11.1;12.8;11.6;29.8;19.9;21.6;10.3;13.2;15.2;4;24.2;4;12.4;13.4;16.8;13.4;13.4;13.4;19
18.02.2018;2.8;2.2;2.4;2.8;0.8;1.8;2.6;2.8;1.8;1.8;0;2.1;1.8;2.4;2.2;0.2;2.2;2.2;2.8;4.5;2.8;2.8;2.8;4.4
19.02.2018;0.2;0.4;0;0;0;0;0;0.2;0;0;39.4;0;0.4;0;1;0;1;0.6;0.2;0.3;0.2;0.2;0.2;1
20.02.2018;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;1.2;0;1.2;0.2;0.2;0;0.2;0.2;0.2;0.2
21.02.2018;0;0;0;0;0;0;0;0;0;0;0;0;0;0.3;0.4;0;1;0;0;0;0;0;0;0
22.02.2018;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
23.02.2018;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
24.02.2018;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25.02.2018;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
26.02.2018;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27.02.2018;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28.02.2018;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0
01.03.2018;0;1.4;0.4;0;0;3;0.2;0;0.4;1.1;0;2.2;0;2.1;0;0.6;0;0;0;0;0;0;0.6;0.6
02.03.2018;0.2;2.6;0;0;0;2.3;21.8;0;0.6;0.5;0.2;0;0;0.8;0;0;0;0;0;0;0;0;1;0.2
03.03.2018;2.2;3.4;6.8;5.2;1.8;2.2;9.8;23.8;6.6;5.8;9.8;4.8;5.8;2.6;4.8;2;5;3.2;5.2;3;5.2;5.2;6.2;4
04.03.2018;0.8;0;0.4;0.6;0;0.4;0.8;0;1.6;0.2;0.4;0.1;0.2;0.1;0;0.6;3.4;0.8;0;0;0;0;0.1;0.6
05.03.2018;0;0;0;0;0;0;0;0;0.2;0.1;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0
06.03.2018;0.2;0.2;0;0;0;0.2;0;0;0;0;0;0.2;0;0.5;0;0;0;0.2;1;0;1;1;0;0.2
07.03.2018;1.4;5.6;2.2;4.2;5.8;4.3;3.4;4.2;4.8;2.4;27.2;2.5;5.4;3.3;4.6;5;3.4;3.6;4;3;4;4;2.6;3.4
08.03.2018;0.2;0;0;0.2;1;1;0.4;0.6;0.4;0.2;0.4;3.1;0.6;2.1;0.4;0.4;1.2;2;1;0.3;1;1;0.7;0.2
09.03.2018;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0
10.03.2018;3.6;4.6;13.4;9.8;6;2.1;2;7.4;12.4;8;5.8;3;5.4;0.6;5.2;5.4;3.8;2.2;2;2.1;2;2;1.3;0
11.03.2018;3;5.8;3.8;1.2;0.4;0.4;0;0;0.6;0.2;0.2;0.1;0;0.4;0.2;0.8;1.4;0.4;0.2;0;0.2;0.2;0.2;0.6
12.03.2018;0.8;2;4;3;7.8;4.3;6.6;4.8;10;5.2;13.6;3.2;7.8;7.3;5.6;3;5;3.4;6.2;6.3;6.2;6.2;5.1;4.4
13.03.2018;0.2;1;6.8;9.2;10.6;6;5.4;7.2;19.8;8.1;7.8;4;5.4;1.5;3.6;6.2;1.2;2;0.8;0;0.8;0.8;0.6;0.2
14.03.2018;0;0;0;0;0;0.1;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0.6
15.03.2018;0;0;0.6;0.2;0;0;0;0;0.6;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0
16.03.2018;0;1;0;0.4;1.4;0.4;0.2;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
17.03.2018;2.8;5.4;3.6;4;7.6;5.8;6.8;3.2;2.4;1.5;;6.9;3.4;3.2;5.6;1.8;4.8;2.2;3.8;2.1;3.8;3.8;1.6;2.8
18.03.2018;0;0;2.2;3;133.8;2.3;1.8;2.4;0.8;3.7;0;3.1;0.4;8.4;1.8;1.2;1;0;0.6;3.3;0.6;0.6;7.3;3.4
19.03.2018;2;0;1.8;0.6;106;1.6;82.4;1;1.8;1.9;0.2;1.1;0.2;2.3;0.2;0.2;0;0;0;0;0;0;0.1;0.8
20.03.2018;1.8;2.8;0.4;0;0;0;0.6;0.2;0.4;0;0.2;0;0.6;0.2;0.6;0.2;0.6;0;0.8;0.6;0.8;0.8;0;1.6
21.03.2018;1;0.2;0;0.2;0.2;0.7;36;0;0;0;0;0.5;0;5.4;0.2;0;0;0;0.8;0.9;0.3;0.5;0;3.6
22.03.2018;0.2;0.8;0.8;0;0.2;0.4;0.4;0;0.2;0.1;0.4;0.4;0;0;0.2;0;0;0;0.4;0.3;0.2;0;0;0
23.03.2018;0;0.2;0;0;0;0.4;0.2;0.4;0;0;0;0.4;0.8;0.5;0.4;0;0.4;0.8;0.8;0;0.2;0.4;0.6;0.4
24.03.2018;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0
25.03.2018;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
26.03.2018;0.2;0;0.2;1;0.2;0;0.2;0.4;0.2;0;0.8;0;0;0;0;0;0;0;0;0;0;0;0;0.4
27.03.2018;0.2;0.8;1.4;1.6;5.8;2.7;3.6;3;3;1.6;2.8;3.5;3.4;3.3;3.4;3.8;3.6;6.4;3.6;3.3;4.2;6.4;3.4;6.6
28.03.2018;7.2;8;11;9;12.6;12;10.8;9;19.2;12.1;26.8;11.5;10.2;10.6;9.4;14.4;12.2;13.4;10.4;4.8;7;6.8;7.3;9.4
29.03.2018;1.2;2;0.4;0.6;1.8;12;6;1.8;0.6;0.3;1.6;3.9;2;4;0.8;0.4;0.8;3.8;2.8;2.4;5.3;5.2;3.2;1.8
30.03.2018;4.4;8.2;3.2;1.8;2;4.6;2.2;1.2;1.8;0.4;0.6;1.7;1.2;10.8;1.2;0.8;1.4;3.8;5;2.1;3.5;5.8;3.9;9.2
31.03.2018;1.4;1;1.8;1;4;8.9;10;5.6;4.6;2.4;6.8;7.6;3.8;7.5;3.8;6.4;7;6.4;6.4;3.9;5;7.7;8.6;8.8
01.04.2018;0.6;1;2.2;4.2;1.8;2.6;2.8;1.6;2.8;1.5;20;3.1;4.2;2.7;2.4;1.8;2.2;1.8;3;3;1.9;3.4;1.7;6.4
02.04.2018;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0
03.04.2018;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04.04.2018;2.6;7.6;3;4.8;5.8;5;7.8;4.6;1;4.4;18.4;3.4;6;0.7;5;4.6;6.2;1.4;2.4;2.4;2.6;1.3;0.8;2
05.04.2018;0.6;1.2;2.6;1.8;2.6;0.4;0.2;1.6;2.4;0.6;2.8;0.9;1;1;0.8;1.2;0.6;1.4;0.4;2.7;4.2;4.8;0.9;0.8
06.04.2018;0;0;0;0.2;0;0;0;0;0;0.1;0.2;0;0;0;0.8;0.8;0;0;0;0;0;0;0;0
07.04.2018;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08.04.2018;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09.04.2018;0;0;0.2;0;0;1.8;0;0;0.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.04.2018;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;0.1;0
11.04.2018;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.04.2018;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13.04.2018;0;0;0;0;0;0.7;0;0;6.8;0.6;0;0.9;0;0.2;0;1.8;0.8;0;0;0;0;0;0;0
14.04.2018;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.04.2018;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.6;6.4;0.4;0;0;0;0;0;0;0
16.04.2018;0;3.8;2.4;6.6;3.2;9;1.4;0.4;3;0.5;1.2;1.4;6.8;1.4;14.6;2.8;2;19.4;2;1.5;1.4;2.3;2.1;1.2
17.04.2018;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18.04.2018;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19.04.2018;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20.04.2018;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.04.2018;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22.04.2018;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.3;0
23.04.2018;0.4;0;0.8;0.2;0;0;0.6;0;0;0;0;0;0;7.4;0;0.8;0.4;2;4.4;0.6;1;1.3;2.6;3
24.04.2018;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25.04.2018;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
26.04.2018;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0.1;0
27.04.2018;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28.04.2018;3.4;3.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0
29.04.2018;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
30.04.2018;1.2;2;2;1.2;2.6;0.2;3.4;1.8;2;0.1;0.6;3.6;1.4;1.8;0.2;0.4;0.8;3.4;1.8;0.9;1.7;1.5;0.6;0.4
01.05.2018;0.2;0.4;0.4;1;3;0;7.6;2.4;2.2;0;1.2;5.6;2.6;0;2.2;3.8;0.8;1.2;0.4;0.6;0.2;0;0;0
02.05.2018;0.6;0.8;1.2;0.6;0;0;0;0.2;0.4;0.1;0.2;0;0;0;0.2;0.4;0.2;0;0;0;0.4;0;0;0
03.05.2018;0.8;1.4;1.8;2.2;1.6;0;1;0.4;1;0;0;0.2;0;0.1;0;0.2;0;0;0;0;0;0;0;0
04.05.2018;0;0;0;0;0;0.6;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
05.05.2018;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
06.05.2018;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13.4;0;0;0;0;0;0;0
07.05.2018;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08.05.2018;0.6;0.6;0.8;4.2;0;0;0;0.2;0.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09.05.2018;0;0.2;0.6;5.4;0;0;0.4;0;0;0;0;0.7;0;0.3;1.2;3.6;12.2;0.2;0;0;0;0;0;0
10.05.2018;22.8;25.8;8.6;8;5.6;4;7.6;1.8;3.6;0;3.2;9.6;4.8;1.1;5.6;5;4.4;6.4;2.8;1.2;1.7;1.1;0.8;1.6
11.05.2018;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0
12.05.2018;2.8;4.6;0;0;0;0;0;0.2;0;0;14.4;0;4.2;0;0.6;0;0;0.4;0;0.3;0;0;0;0
13.05.2018;0.2;0.4;1.2;4.2;10.2;9.5;21.6;0;4;0;6.2;0.4;0.8;1;1.6;4.8;0;3;3;1.8;3.3;2.7;1.1;6.8
14.05.2018;3.8;9.4;3.4;12;10.8;15.4;14;1;10;0;3.4;16.2;8.2;10;6.4;9;0.2;13;11;12.6;12.3;9.4;7.5;9.8
15.05.2018;10.2;19.6;1.4;24.6;9;5.6;7.2;1.4;14;0;4.8;12.9;17;4.7;18;28.8;0;13.2;10.8;11.1;8.8;7.1;7.8;4.6
16.05.2018;11.8;13.4;0.8;5;6.2;6.5;5.2;3.8;6.2;9.5;7.8;8.2;5.8;2.8;9.4;23.4;0.2;3.8;4.2;1.8;3.1;2.9;1.9;3.2
17.05.2018;10.8;16;11.4;3.6;0.8;0.2;1.2;0.2;4;10.2;0.4;2.4;4.8;6.9;5.8;7.6;0;9.2;11.4;21;20.6;9.6;11.2;11
18.05.2018;0.2;0;0;0.2;0;0;0;0;0.2;0;0;0;0;0;0;1.8;0.2;0;0;0;0.1;0;0;0
19.05.2018;0.2;5;4.2;0.4;1.2;2.4;1.2;0.6;0;0;0;1.1;0.2;0.4;0;0;0;0;0;0;0;0;0.3;0.4
20.05.2018;0.2;0;0;0;0;0;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0
21.05.2018;0;0;0;0;0;0;0;2;1;8;9;9;0;0;0;0;0;2.8;2.4;4.2;0;0;1.5;0
22.05.2018;0;0;4.6;8.8;4.6;12;8.4;3.4;6.6;4.4;6.2;17.7;6;1.5;1;0.6;0;8.2;3.2;4.8;1.1;0.6;17.5;0
23.05.2018;0;0;1.6;3.8;4.6;4.5;15.2;2.6;3;2.9;3.4;5.2;11.4;0.7;12.4;26.4;0.2;5.6;3.2;4.5;0.1;0;0.5;18
24.05.2018;0.2;2;0;0;0;0;0.2;0.6;0;0.1;0;0.1;0;0.5;0.2;0.2;0;0;0;0;0.1;0.3;1.4;0.4
25.05.2018;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
26.05.2018;0;0;0;0;0.4;1.1;0.8;0.6;0;0;0;0.6;0;0;0;0;0;0;0;0;0;0;0;0
27.05.2018;19.4;7.4;0;0;0;0.1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28.05.2018;4.6;2.4;0;0.2;5.8;0.8;0;0.6;0.4;0;0;1.6;0;0;0;0;0;0;0;0;0;0;0;0
29.05.2018;1.6;1.4;0.2;0.4;0.2;0.6;0.4;0.2;0.4;0.6;0.4;0.6;0.6;0;0;0;0;0.4;0;0;0;0;0;0
30.05.2018;3.4;3.4;5.8;8;11.8;0;0.2;14;4.8;8.8;14;6.1;30.8;2.3;25.6;5.6;0;0.4;13;14.4;17.6;25.4;12.2;22.2
31.05.2018;13.6;14.2;6.4;14.8;7.2;9.8;10.2;3.6;3.4;6.6;34.8;11.9;11;4.6;5.8;15;0;16.2;3.4;2.4;3.1;2.4;4.1;7.2
01.06.2018;0.2;0;0;0;0;0;3.2;0;0;0;0;0;0;0.1;0;0;0;0.2;0;0;0.1;0.2;0;0
02.06.2018;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
03.06.2018;1.8;2.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2
04.06.2018;21.6;5;13.4;11.8;1.4;2.9;3.2;0.8;7.6;0;4.4;2;10.4;1.3;26.8;7.8;0;9.4;10;6.3;4.2;8.2;1;2.6
05.06.2018;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0.1;0;0.2;0;0;0;0.3;0.1;0.1;0.2;0
06.06.2018;1.2;3.2;2;7;19.2;8.7;15.8;4.8;2.8;0;9.6;34.5;0.8;1.5;0;0.2;0;0.4;0;0;0;0;0;0.4
07.06.2018;0.8;0;0;0;0;1.5;0;0;0.2;0;0;1.8;0.2;0;0;0;0;0.2;0;0;0;0;0;0
08.06.2018;16.2;25;0;2.2;27.2;26.8;41.2;3.8;11.2;0;5.6;24.8;19.8;4.4;27.2;28;0;11;53.4;35.7;22.2;37.7;51.6;14
09.06.2018;0.6;2.8;1.8;0;0;0;0;0;6.4;0;7.2;0;0.2;0.1;0;0;0;0;0;0;0.1;0;0.1;0.2
10.06.2018;2.6;0;0;0;3.4;0;0;0.2;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.06.2018;7.8;17;6.8;6;15.4;17.4;14.6;6;8.8;5.3;9.4;7.3;4;7.9;1;2;0;2.8;1.4;0.6;0.6;0.8;2;3.8
12.06.2018;5.2;10.2;1;18.2;33.2;16.6;33.4;9.2;15.2;17.8;8.8;12.1;4.6;8.4;0.2;2.4;0;9;4.2;4.8;5.8;16.1;0.9;11
13.06.2018;1.4;0.6;0;1;0;20.9;4.8;0;13;12;0;8.6;5.4;29;3.4;0.6;0;4.6;17.2;2.7;9.6;9.3;33.3;24.8
14.06.2018;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.06.2018;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.06.2018;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.06.2018;0;0;0;0;0;0;0;0;0;0;0;0;0;16.7;0.6;4.4;0;0;18.6;0.3;9.5;8.3;10.9;3.2
18.06.2018;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0
19.06.2018;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20.06.2018;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.06.2018;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22.06.2018;0;0;0;0;0;12.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
23.06.2018;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
24.06.2018;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25.06.2018;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
26.06.2018;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27.06.2018;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28.06.2018;0;0;0;0;0;0;0;0;;0;0;0.3;0;0.5;0;0;0;0.2;0.8;0.6;1.2;1.7;1;4.2
29.06.2018;0;0;0;0;0;0;0;0;;0;0;0;0;0.1;0;0;0;0;0;0;0.1;0;0;0
30.06.2018;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01.07.2018;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
02.07.2018;0;0;0;0;0.2;0;1.2;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
03.07.2018;11.2;14.6;4;13.6;9.4;0.7;1.8;11.8;;7.3;28.6;2.7;8.8;9.7;24;1.6;0;29.2;25.6;7.8;6.8;22.5;8.7;14.4
04.07.2018;0;0;0;0;0;0;0;0.2;;0;0;0;0.2;0.8;0;0;0;0;0;2.4;0;3.4;0;0.8
05.07.2018;14.8;12.6;8.4;21.8;38.4;1.6;17.2;8.8;;9.8;19.6;11.7;13.8;4.7;4.6;4.4;0;9.2;4;2.1;2.4;0.6;1.4;3.4
06.07.2018;10.4;20.6;0;3.4;25.2;6.9;14.2;2.8;;11.8;0.2;7.2;8.6;3.3;33.4;4.6;0;11.6;14.8;9.3;8;8.9;7.1;8.8
07.07.2018;0;0;0;0;0;0;0;0;;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0.2
08.07.2018;0;0;0;0;0;0.2;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09.07.2018;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.07.2018;0;0;0;0;0;0;0;0;;0;0;0;0;0;;0;0;0;0;0;0;0;0;0
11.07.2018;0;0;0;0;0;0;0;0;;0;0;0;0;0;;0;0.2;0;0;0;0;0;0;0
12.07.2018;0;0;0;0;0;0;0;0;;0;0;0;0;0;;0;0;0;0;0;0;0;0;0
13.07.2018;0;0;0;0.2;0;0;0;0;;0.8;1.6;0;1.6;0;;0;0;0;0.6;1.2;0;0;0;0
14.07.2018;0;0.6;0;0;0.6;0;0;0;0;0.1;0.6;0;0;0;;0.2;0;0;0.8;0;0.1;2.6;2.1;0.4
15.07.2018;6.8;3;0.8;9.2;7.8;0.1;0;0.6;0;0;0;0;0;55.7;;0.4;0;0;1.4;0.6;0.5;1;3.4;0.6
16.07.2018;0;0;0;1;18;0;0.2;16;0;0;0;24;0;2.4;;0;0;2;0;0;0;0;0;0
17.07.2018;0;0;0;0.2;0;0.1;2.6;0.4;4.6;7.7;2.6;2.6;0.2;0;;7.6;0;0.2;2;2.7;0;0;0;1.8
18.07.2018;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0
19.07.2018;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0
20.07.2018;1.2;5.2;3.4;0.6;1.6;1.1;1.6;1.2;0.8;0.5;0.4;0.5;0;0;;0;0;0;0;0;0;0;0;0
21.07.2018;0.2;8.4;3.6;1.2;3.8;0.2;0;3.4;0.4;0.3;3.2;0.3;2.2;1.6;;18.6;0;0;1;0;0.1;0;0.1;0.4
22.07.2018;0;0;0;1.2;1.2;0;0;0.2;1.6;3.1;1.4;0.2;0.2;1.5;;2;0;0.4;0.2;1.8;0.7;1;1.7;5.8
23.07.2018;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0.1;0;0;0.2
24.07.2018;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0
25.07.2018;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0
26.07.2018;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0
27.07.2018;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0
28.07.2018;0.6;2.8;6.8;4.2;5.2;0.1;2.8;5.8;5.6;3.6;9.4;2.2;4.4;0.6;;1.6;0;3.2;0.6;0.9;0.5;0.4;0.2;0
29.07.2018;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0
30.07.2018;0;0;0;0;0;0;0.4;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0
31.07.2018;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0
01.08.2018;1.6;0;0;0;0;0;0.2;0;0;0;0;0;0;19.5;;11.2;6.6;3.4;0.6;0.3;0.6;1.2;3.1;1.4
02.08.2018;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.2;0;0;0;0;0;0;0
03.08.2018;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04.08.2018;0;0;3.4;0.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
05.08.2018;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
06.08.2018;0;0;12;0;0;0.3;0;0;0;0;0;0;0;0.3;0;6.6;0;0;0;15.3;7.5;3.3;2.3;0.2
07.08.2018;0;0;0;0.4;0;0;0;0;0;0;0;0;0;1.4;0;0;0;0;0;0;0;0;0;0.8
